instruction,input,output,category
Apa yang dimaksud dengan Cagar budaya Indonesia dan bagaimana keberadaannya dalam budaya Indonesia?,,"Menurut UU nomor 11 tahun 2010, cagar budaya adalah warisan budaya bersifat kebendaan berupa Benda Cagar Budaya, Bangunan Cagar Budaya, Struktur Cagar Budaya, Situs Cagar Budaya, dan Kawasan Cagar Budaya di darat dan atau di air yang perlu dilestarikan keberadaannya karena memiliki nilai penting bagi sejarah, ilmu pengetahuan, pendidikan, agama, dan atau kebudayaan melalui proses penetapan. Dalam KBBI, definisi cagar budaya hanya mencakup 'daerah yang kelestarian hidup masyarakat dan peri kehidupannya dilindungi oleh undang-undang dari bahaya kepunahan'.",Suku_Etnis_Budaya
"Jelaskan asal-usul dan fungsi Aek Kanopan Timur, Kualuh Hulu, Labuhanbatu Utara dalam tradisi masyarakat Indonesia.",,"Suku bangsa Penduduk yang mendiami Aek Kanopan Timur termasuk heterogen, baik suku bangsa maupun agama yang dianut. Dua suku yang banyak mendiami kawasan ini termasuk suku Batak dan Jawa. Suku Batak khususnya Batak Toba, dan sebagian Karo, Simalungun, dan Angkola. Penduduk dari suku Minangkabau juga ada di sini, dan sebagian lagi Melayu, Tionghoa, Nias, dan suku lainnya. Bahasa yang digunakan umumnya Indonesia, Melayu, Batak Toba, Tionghoa, dan lainnya.",Suku_Etnis_Budaya
"Ceritakan secara singkat tentang Rumah Sumbul, Sinembah Tanjung Muda Hulu, Deli Serdang dan signifikansinya bagi masyarakat setempat.",,"Wilayah Desa Rumah Sumbul terbagi menjadi 3 dusun. Desa Rumah Sumbul berbatasan dengan Desa Gunung Manumpak A dan Desa Durian Empat Mbelang. Lalu di sebelah timur, Desa Rumah Sumbul berbatasan dengan Kecamatan Bangun Purba. Kemudian di sebelah selatan, Desa Rumah Sumbul berbatasan dengan Desa Tanah Gara Hulu. Sedangkan di sebelah barat, Desa Rumah Sumbul berbatasan dengan Desa Tiga Juhar.",Suku_Etnis_Budaya
Apa makna dan peran Lambang Bengkulu dalam kehidupan masyarakat Indonesia?,,"Bintang memiliki makna Ketuhanan Yang Maha Esa. Cerana melambangkan kebudayaan yang tinggi, senjata rudus melambangkan kepahlawanan. Bunga Rafflesia arnoldii merupakan keistimewaan alam Bengkulu. Padi dan kopi sebagai simbol kesejahteraan. Selain itu, terdapat lukisan ombak berjulah 18 garis, daun kopi 11 lembar, bunga kopi setiap tangkai berjumlah 6 buah, dan setiap tangkai berjumlah 8 di mana semuanya menunjukkan tanggal 18 November 1968 (hari lahir provinsi Bengkulu).",Suku_Etnis_Budaya
Apa makna dan peran Muslim pendukung Israel dalam kehidupan masyarakat Indonesia?,,"Beberapa ulama seperti Sheikh Prof. Abdul Hadi Palazzi, Direktur Institusi Kebudayaan Komunitas Islam Italia, dan Imam Dr Muhammad Al-Hussaini percaya bahwa kembalinya Yahudi ke Tanah Suci, dan pembentukan Negara Israel, sesuai dengan ajaran Islam. Beberapa Muslim pendukung Israel menganggap diri mereka 'Muslim Zionis'. Muslim terkemuka yang secara terbuka mendukung Zionisme adalah mantan radikal Islamis Ed Husain, Dr. Tawfik Hamid, Tashbih Sayyed, seorang sarjana, jurnalis, dan penulis Pakistan-Amerika, dan jurnalis Bangladesh Salah Choudhury. Tokoh Muslim lainnya yang menyuarakan dukungan publik untuk Israel adalah Irshad Manji, Salim Mansur, Abu Janda (Permadi Arya), Mithal al-Alusi, Kasim Hafeez, Abdullah Saad Al-Hadlaq, Zuhdi Jasser dan Khaleel Mohammed.",Suku_Etnis_Budaya
Bagaimana Bahasa Jawa Indramayu mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Asal usul Arya Wiralodra sebagai pendiri Indramayu menjadi tonggak awal digunakannya bahasa Jawa di Indramayu. Ia diketahui memiliki beberapa julukan di antaranya Pangeran Gagak Wiralodra, Pangeran Darmawijaya dan Pangeran Indrawijaya. Arya Wiralodra adalah putra Adipati Singalodra penguasa Bagelen dari Jawa Tengah. Dalam Babad Dermayu koleksi Museum Sri Baduga, diriwayatkan bahwa Arya Wiralodra adalah tokoh yang gagah berani dan memiliki senjata pusaka bernama Cakra Udaksana. Arya Wiralodra dinilai sebagai sosok pemimpin ideal yang menjadi kebanggaan masyarakat Indramayu. Hal ini dibuktikan dengan pemeliharaan situs peninggalan Arya Wiralodra beserta keturunannya yang masih dirawat dengan baik bahkan direvitalisasi beberapa kali dengan biaya yang cukup besar.",Suku_Etnis_Budaya
Apa makna dan peran Budaya dalam kehidupan masyarakat Indonesia?,,"Budaya Budaya adalah suatu cara hidup yang berkembang dan dimiliki bersama oleh sekelompok orang, serta diwariskan dari generasi ke generasi. Budaya terbentuk dari banyak unsur yang rumit, termasuk sistem agama dan politik, adat istiadat, bahasa, perkakas, pakaian, bangunan, dan karya seni. Bahasa, sebagaimana juga budaya, merupakan bagian yang tak terpisahkan dari diri manusia sehingga banyak orang cenderung menganggapnya diwariskan secara genetis. Seseorang bisa berkomunikasi dengan orang-orang yang berbeda budaya dan menyesuaikan perbedaan-perbedaan di antara mereka, sehingga membuktikan bahwa budaya bisa dipelajari.",Suku_Etnis_Budaya
Jelaskan asal-usul dan fungsi Big Business (film 1929) dalam tradisi masyarakat Indonesia.,,Big Business adalah sebuah subyek pendek komedi Laurel dan Hardy bisu tahun 1929 yang disutradarai oleh James W. Horne dan dinaungi oleh Leo McCarey dari naskah McCarey (tak disebutkan) dan H. M. Walker. Film tersebut dianggap signifikan secara kebudayaan dan masuk Pendaftaran Film Nasional pada tahun 1992.,Suku_Etnis_Budaya
Ceritakan secara singkat tentang Rumah Baanjung dan signifikansinya bagi masyarakat setempat.,,"Anjung merupakan ciri khas rumah tradisional Banjar, walaupun ada pula beberapa jenis Rumah Banjar yang tidak beranjung. Rumah tradisional Banjar pada umumnya beranjung dua yang disebut Rumah Ba-anjung Dua, namun kadangkala rumah banjar hanya hanya beranjung satu, biasanya rumah tersebut dibangun oleh pasangan suami isteri yang tidak memiliki keturunan.",Suku_Etnis_Budaya
Ceritakan secara singkat tentang Bnei Brak dan signifikansinya bagi masyarakat setempat.,,"Kota ini memiliki luas sebesar 7,088 dunams. Berdasarkan data dari Israel Central Bureau of Statistics, pada 30 Juni, 2009, memiliki populasi sebanyak 154,700, jiwa dengan tingkat pertumbuhan sebesar 1.8%. Bnei Brak merupakan salah satu kota termiskin dan terpadat penduduknya di Israel.",Suku_Etnis_Budaya
Apa yang dimaksud dengan Ayu Utami dan bagaimana keberadaannya dalam budaya Indonesia?,,"Ayu dikenal sebagai novelis sejak novelnya Saman memenangi sayembara penulisan novel Dewan Kesenian Jakarta 1998. Dalam waktu tiga tahun Saman terjual 55 ribu eksemplar. Berkat Saman pula, Ayu mendapat Prince Claus Award 2000 dari Prince Claus Fund, sebuah yayasan yang bermarkas di Den Haag, Belanda yang mempunyai misi mendukung dan memajukan kegiatan di bidang budaya dan pembangunan. Pada akhir tahun 2001, ia meluncurkan novel Larung.",Suku_Etnis_Budaya
Apa makna dan peran Paguyuban Pasundan dalam kehidupan masyarakat Indonesia?,,"Awal berdiri Secara tidak langsung, kelahiran Paguyuban Pasundan dipengaruhi oleh pendirian Budi Utomo pada hari Rabu tanggal 20 Mei 1908, yang dianggap sebagai tonggak awal kebangkitan bangsa Indonesia menggapai kemerdekaan. Pada awalnya, cukup banyak orang Sunda yang bergabung. Cabang-cabang Budi Utomo juga banyak bermunculan di Jawa Barat, seperti di Bandung dan Bogor. Namun beberapa tahun kemudian, keanggotaan orang Sunda dalam Budi Utomo menurun drastis. Hal ini disebabkan karena menurut mereka, dari segi sosial-budaya, organisasi tersebut hanya memuaskan penduduk Jawa Tengah dan Jawa Timur saja.",Suku_Etnis_Budaya
"Jelaskan asal-usul dan fungsi Nanga Mongko, Nanga Taman, Sekadau dalam tradisi masyarakat Indonesia.",,"Demografi Jumlah penduduk desa ini tahun 2020 berjumlah 1.880 jiwa, dimana laki-laki sebanyak 975 jiwa dan perempuan sebanyak 905 jiwa. Desa ini terbagi menjadi 3 dusun dan 9 Rukun Tetangga (RT). Penduduk asli Kalimantan Barat ialah suku Dayak dan Melayu demikian juga halnya di Kabupaten Sekadau secara umum dan kecamatan Nanga Taman secara khusus, mayoritas merupakan penduduk suku Dayak Kancikgh dan sebagian Dayak Senganan. Ada juga suku pendatang lainnya yang kebanyakan merupakan Jawa, Bugis, Madura, Tionghoa, dan Batak.",Suku_Etnis_Budaya
Apa makna dan peran Tentara Pembebasan Nasional Zapatista dalam kehidupan masyarakat Indonesia?,,"Tentara Pembebasan Nasional Zapatista (Bahasa Spanyol:Ejército Zapatista de Liberación Nacional, disingkat EZLN) adalah kelompok revolusioner bersenjata yang bermarkas di Chiapas, salah satu provinsi termiskin di Meksiko. Basis anggota mereka sebagian besar adalah masyarakat adat, tetapi mereka juga mempunyai pendukung dari wilayah perkotaan seperti halnya dukungan jaringan internasional. Juru bicara mereka, tetapi secara teknis bukanlah pemimpin mereka yang menyebut dirinya dengan sub-comandante, adalah Subcomandante Marcos. Seluruh comandante berasal dari suku Mayan, Indian Amerika.",Suku_Etnis_Budaya
Apa yang dimaksud dengan Masyarakat Peduli Sejarah Aceh dan bagaimana keberadaannya dalam budaya Indonesia?,,"Kegiatan-kegiatan yang dilakukan Mapesa selama ini terarah pada: Penyelidikan dan penelitian keberadaan permukiman-permukiman dan makam-makam peninggalan sejarah Aceh, serta berbagai benda peninggalan sejarah lainnya, terutama dalam kawasan utama Kesultanan Aceh Darussalam untuk menemukan pola-pola umum dari berbagai wujud warisan. Sosialisasi kepentingan peninggalan sejarah Aceh kepada berbagai lapisan masyarakat. Pembersihan dan penataan kompleks-kompleks makam peninggalan sejarah demi kepentingan penelitian ilmiah dan pelestarian. Penyediaan layanan jasa pemanduan wisata ke berbagai situs sejarah Islam di Aceh, terutama untuk murid-murid sekolah dalam berbagai tingkatannya. Pengelolaan media sosial Mapesa sebagai sarana berkomunikasi dan berbagi informasi menyangkut sejarah Aceh dan warisannya.",Suku_Etnis_Budaya
Ceritakan secara singkat tentang Jathilan Warok dan signifikansinya bagi masyarakat setempat.,,"Bilamana penunggang anyaman kuda biasanya dimainkan oleh remaja laki-laki yang rupawan, berbeda dengan Jathilan Warok yang justru dimainkan oleh pria dewasa dengan kumis dan brewok yang lebat, bermuka garang, mengenakan udeng Ponoragan atau kadang berambut gondrong gimbal, berpakaian serba hitam dengan membawa pecut Samandiman model Lemas, Uniknya kesenian ini justru tidak ada di tempat asalnya, Ponorogo.",Suku_Etnis_Budaya
Bagaimana Borsippa mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Borsippa (Sumeria: BAD.SI.(A).AB.BAKI; Akkadian: Barsip dan Til-Barsip) atau Birs Nimrud (yang dikenal sebagai dengan Nimrod) adalah sebuah situs arkeologis di Kegubernuran Babil, Irak. Zigguratnya, ""Menara Lidah"", yang merupakan salah satu dari ziggurat yang tersisa yang paling gampang diidentifikasi, selanjutnya dikenali di kebudayaan Talmud dan Arab sebagai Menara Babel. Akan tetapi, ilmu pengetahuan modern menyimpulkan bahwa para pendiri Ziggurat ini, yang merupakan etnis Sumero-Akkadia, membangun ini sebagai bangunan relijius sebagai penghormatan terhadap dewa lokal Nabu, yang disebut sebagai ""anak"" Marduk, karena lebih cocok untuk kota saudara Babilon yang lebih kecil.",Suku_Etnis_Budaya
Bagaimana Guanche mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Guanche atau Guanches atau Guanchis atau Guanchetos, adalah sebuah suku bangsa yang telah punah sekarang. Mereka dikenal sebagai penduduk pertama Kepulauan Canary dan diperkirakan datang ke kepulauan itu antara tahun 1000 SM sampai 100 SM dari daratan Afrika Utara. Kebudayaan mereka sudah hilang, tetapi sisa-sisanya masih tampak seperti bahasa siulan Silbo di Pulau La Gomera.",Suku_Etnis_Budaya
Deskripsikan Kebudayaan Chavín sebagai bagian dari kekayaan budaya Nusantara.,,"Kebudayaan Chavín adalah sebuah peradaban prasejarah yang telah punah, yang mengambil nama dari Chavín de Huantar, situs arkeologi utama dimana artefak-artefaknya ditemukan. Budaya tersebut berkembang di dataran tinggi Andes utara Peru dari 900 SM sampai 200 SM. Budaya tersebut meluaskan pengaruhnya ke peradaban lain di sepanjang pesisir.",Suku_Etnis_Budaya
Apa yang dimaksud dengan Klasika dan bagaimana keberadaannya dalam budaya Indonesia?,,"Klasika (serapan dari ) adalah cabang dari Humaniora yang meliputi bahasa, sastra, filsafat, sejarah, seni, arkeologi dan kebudayaan lainnya di dunia Mediterania kuno (Zaman Perunggu,sekitar 300 SM - Antikuitas Akhir sekitar 300-600 M), khususnya Yunani Kuno dan Romawi Kuno selama masa Antikuitas Klasik (sekitar 600 SM – 600 M). Pada awalnya, studi Klasika merupakan studi utama dalam Humaniora.",Suku_Etnis_Budaya
Jelaskan apa itu Kebudayaan giok Filipina dalam konteks budaya dan tradisi Indonesia.,,"Kekeliruan UNESCO UNESCO menerbitkan sebuah artikel yang secara keliru menyinggung bahwa Jalur Giok Maritim adalah Jalur Sutra Maritim. Jalur Giok Maritim lebih tua dua ribu tahun dibanding Jalur Sutra Maritim. Artikel itu juga tidak mengacu pada pentingnya Taiwan di Jalur Giok Maritim. Artikel tersebut berada di bawah penelitian yang dioperasikan dan dikelola oleh Republik Rakyat Tiongkok (RRT) yang memiliki perselisihan politik dan geografis dengan Republik Tiongkok di Taiwan. Taiwan telah berulang kali diblokir oleh pemerintah Republik Rakyat Tiongkok untuk memasuki atau berpartisipasi dalam kegiatan UNESCO. Pada tahun 2017, Republik Rakyat Tiongkok memprakarsai seruan untuk pencalonan Jalur Sutra Maritim di UNESCO, sambil merusak keberadaan Jalur Giok Maritim dan hubungannya dengan Taiwan purba. Pada tahun 2020, masyarakat Taiwan, terutama ilmuwan dan cendekiawan, dilarang dari kegiatan UNESCO, di tengah tekanan Republik Rakyat Tiongkok (RRT) atas UNESCO. Larangan itu dikritik secara luas.",Suku_Etnis_Budaya
Apa makna dan peran Poto Nggo dalam kehidupan masyarakat Indonesia?,,Ritual adat Poto Nggo diawali dengan acara penerimaan yang diiringi nggo lamba (alat musik tradisional setempat) serta tarian Woge dan Wanda Pau yang dilanjutkan dengan acara pemberkatan dan pemberian sesaji. Setelah itu baru dilaksanakan kegiatan peresmian pemukulan gong yang menandai bahwa gong tersebut sudah menjadi milik masyarakat adat Nuabosi. Setelah acara peresmian maka akan dilanjutkan dengan acara Woi atau bersenandung dalam bahasa adat dan dilanjutkan dengan acara-acara tambahan lainnya.,Suku_Etnis_Budaya
"Bagaimana Terawas, Suku Tengah Lakitan Ulu Terawas, Musi Rawas mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?",,"Terawas memiliki keberagaman kebudayaan, adat , dan bahasa yang di miliki oleh masyarakat Kelurahan Terawas. Seperti bahasa col atau Lembak dan bahasa basemah (Melayu) yang berada di dusun Bukit Beton. Keberagaman ini yang menjadi khas dan kekompakan masyarakat Kelurahan Terawas yang harmonis yang selalu di junjung tinggi oleh kalangan masyarakat Terawas.",Suku_Etnis_Budaya
Bagaimana Badan Penelitian dan Pengembangan Kementerian Pendidikan dan Kebudayaan Republik Indonesia mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Badan Penelitian dan Pengembangan Kementerian Pendidikan dan Kebudayaan Republik Indonesia adalah unsur penunjang di Kementerian Pendidikan dan Kebudayaan Republik Indonesia yang mempunyai tugas melaksanakan penelitian dan pengembangan di bidang pendidikan anak usia dini, pendidikan dasar, pendidikan menengah, dan pendidikan masyarakat, serta kebudayaan.",Suku_Etnis_Budaya
Ceritakan secara singkat tentang Misbach Yusa Biran dan signifikansinya bagi masyarakat setempat.,,"Film Misbach mulai menyutradarai sandiwara ketika masih duduk di bangku sekolah pada awal tahun 1950-an. Di samping itu, ia juga menulis resensi film dan karya sastra. Setelah lulus sekolah ia memilih film sebagai jalan hidupnya. Tahun 1954-1956, ia bekerja di Perusahaan Film Nasional Indonesia (Perfini) pimpinan Usmar Ismail, berawal sebagai pencatat skrip, kemudian menjadi asisten sutradara dan anggota Sidang Pengarang. Ia juga pernah menjabat sebagai Direktur Pusat Perfilman H. Usmar Ismail Jakarta, anggota Dewan Film Nasional, dan Ketua Umum Karyawan Film dan Televisi (1987-1991).",Suku_Etnis_Budaya
Ceritakan secara singkat tentang Dewan Kebudayaan Asia dan signifikansinya bagi masyarakat setempat.,,"Dewan Kebudayaan Asia (DKA) (Hanzi tradisional: 亞洲文化協會; Hanzi sederhana: 亚洲文化协会; pinyin: Yàzhōu Wénhuà Xiéhuì; Yale Kanton: Ajāu Màhnfa Hipwúi; Jepang: アジアン・カルチュラル・カウンシル; Korea: 아시아 문화 협회) adalah sebuah organisasi nirlaba yang ditujukan untuk mengembangkan pertukaran budaya internasional antara Asia dan AS dan antara negara-negara Asia melalui seni. Didirakan olehJohn D. Rockefeller III pada 1963, DKA telah menginvestasikan lebih dari $100 juta dalam bentuk hibah untuk seniman dan seniman profesional yang mewakili 16 bidang dan 26 negara melalui 6.000 pertukaran. Tiap tahunnya, DKA mendukung dengan $1,4 juta dalam bentuk hibah untuk perorangan dan organisasi.",Suku_Etnis_Budaya
Deskripsikan Adat istiadat Gorontalo sebagai bagian dari kekayaan budaya Nusantara.,,"Situasi ini pun yang membuat Jazirah Semenanjung Gorontalo dijuluki sebagai ""Bumi Serambi Madinah"", karena masyarakatnya dikenal memegang teguh dan mempraktekkan agama Islam dalam setiap sendi-sendi kehidupan dan adat tradisi sehari-hari (dikenal dengan filosofi Gorontalo beragama Islam, Islam adalah Orang Gorontalo) serta dikenal pula dengan sifat terbuka, ramah dan toleran terhadap para pendatang yang hijrah merantau di Gorontalo, layaknya Kaum Ansar Madinah yang ikhlas menerima kedatangan Kaum Muhajirin.",Suku_Etnis_Budaya
Apa yang dimaksud dengan Daftar Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan Indonesia dan bagaimana keberadaannya dalam budaya Indonesia?,,"Menteri Koodinator Bidang Pembangunan Manusia dan Kebudayaan Indonesia adalah Menteri yang membidangi koordinasi perencanaan dan penyusunan kebijakan, serta sinkronisasi pelaksanaan kebijakan dibidang kesejahteraan rakyat dan penanggulangan kemiskinan. Dahulu bernama Menteri Koordinator bidang Kesejahteraan Rakyat, disingkat Menko Kesra.",Suku_Etnis_Budaya
"Apa makna dan peran Cipaku, Paseh, Bandung dalam kehidupan masyarakat Indonesia?",,"Mayoritas masyarakat Desa Cipaku Kecamatan Paseh merupakan suku sunda yang tersebar ditiap-tiap RW, Aspek kebudayaan, baik yang bersifat kebendaan menunjukan identitas dan karakter khas budaya sunda. Selain dipengaruhi oleh nilai-nilai budaya sunda, pola hidup masyarakat Desa Cipaku Kecamatan Paseh juga diwarnai oleh nilai-nilai agama khususnya islam yang dianut oleh sebagian besar masyarakat sehingga selain NYUNDA, pola kehidupan masyarakat Desa Cipaku juga bersifat religius, Dinamika religius masyarakat tampak dalam aktivitas sehari-hari dan pembinaan keagamaan seperti Pondok Pesantren, Organisasi masa ke- Islaman, Yayasan, Mesjid, Madrasah, Majelis Ta’lim dan lain-lain, Keseharian masyarakat Desa Cipaku adalah bercocok tanam, ber tani, buruh tani, peternak domba dan peternak ayam dan buruh yang lainnya.",Suku_Etnis_Budaya
Jelaskan apa itu Pendaftaran Rekaman Nasional dalam konteks budaya dan tradisi Indonesia.,,"Tujuan legislatif dari Undang-Undang Penyajian Rekaman Nasional tahun 200 adalah untuk mengembangkan sebuah program nasional untuk memandu warisan rekaman suara Amerika. UU tersebut dihasilkan dengan pembentukan Pendaftaran Rekaman Nasional, Badan Penyajian Rekaman Nasional dan sebuah yayasan pengumpulan dana untuk membantu upaya mereka. UU tersebut mendirikan Pendaftaran tersebut secara khusus untuk keperluan pengutamaan dan penyajian rekaman-rekaman suara dan koleksi-koleksi rekaman suara yang signifikan secara kebudayaan, sejarah, atau aestetik. Bermula pada 2002, Badan Penyajian Rekaman Nasional mulai memilih rekaman-rekaman yang dinominasikan setiap tahun untuk disajikan.",Suku_Etnis_Budaya
Deskripsikan Château de Chenonceau sebagai bagian dari kekayaan budaya Nusantara.,,"Babelon, Jean-Pierre (1989). Chateaux de France au siècle de la Renaissance. Paris: Flammarion. . Beck, Shari (2011). A Portrait in Black and White: Diane de Poitiers in Her Own Words. Bloomington, Indiana: iUniverse. . Draper, James David; Papet, Edouard (2014). The Passions of Jean-Baptiste Carpeaux. New Haven: Yale University Press. . Gaigneron, Axelle de (1993). ""Seven Ladies of Chenonceau"", pp. 7–22, in Chenonceau, English edition. Paris: Société Française de Promotion Artistique. . Garrett, Martin (2010). The Loire: a Cultural History. Oxford: Oxford University Press. . Hanser, David A. (2006). Architecture of France. Westport, Connecticut: Greenwood Press. . Voisin, Bernard (1993). ""The New Renaissance"", pp. 51–62, in Chenonceau, English edition. Paris: Société Française de Promotion Artistique. . Wheeler, Daniel; editors of Réalités-Hachette (1979). The Chateaux of France. London: Octopus Books. .",Suku_Etnis_Budaya
Apa yang dimaksud dengan Biro Keamanan Pusat Partai Komunis Tiongkok dan bagaimana keberadaannya dalam budaya Indonesia?,,"Biro Keamanan Pusat () adalah biro militer pasukan pengamanan yang bertanggung jawab atas keamanan para pejabat senior pemerintah Tiongkok, Partai Komunis dan pemimpin militer. Biro ini mengendalikan Unit Garda Pusat Tentara Pembebasan Rakyat Pusat (terkadang disebut Resimen Pengawal Pusat, atau menggunakan sandi Unit 8341 atau yang agak jarang digunakan Unit 57001).",Suku_Etnis_Budaya
"Apa makna dan peran Watu Nggelek, Komodo, Manggarai Barat dalam kehidupan masyarakat Indonesia?",,"Kependudukan Penduduk asli di kabupaten Manggarai Barat umumnya adalah suku Manggarai, Flores, Bajo, Saluan, dan saat ini ada pula suku pendatang lainnya seperti Jawa dari pulau Jawa, suku Bugis dari Sulawesi Selatan dan suku Bima dari Nusa Tenggara Barat. Pekerjaan utama masyarakat Manggarai Barat, dan termasuk di desan ini adalah bertani dan nelayan, dan ada juga sebagai pedagang, dan Pegawai Negeri Sipil.",Suku_Etnis_Budaya
Ceritakan secara singkat tentang Masjid Raden Sayyid Kuning dan signifikansinya bagi masyarakat setempat.,,"Sejarah Hingga abad ke-14 Masehi, wilayah Desa Onje masih berbentuk hutan dan belum ditinggali oleh manusia. Permukiman mulai dibangun ketika seorang ulama yang bernama Syekh Syamsudin datang ke wilayah tersebut. Syamsudin merupakan utusan dari negeri Arab yang datang ke Pulau Jawa untuk membantu menghentikan penyebaran wabah penyakit. Dalam perjalanannya, ia singgah di hutan yang nantinya menjadi Desa Onje. Ia beristirahat untuk salat di atas sebuah batu. Ia kemudian mulai melakukan pembangunan masjid di tempat salatnya. Masjid yang ia bangun masih berupa bangunan dasar. Pembangunan masjid kemudian diteruskan oleh seorang ulama lainnya yang bernama Raden Sayyid Kuning. Ia adalah murid dari Sunan Kalijaga yang diutus untuk menyebarkan agama Islam di daerah Purbalingga dan sekitarnya. Pembangunan Masjid Raden Sayyid Kuning diadakan pada masa kekuasaan Kesultanan Demak. Setelah pembangunan masjid selesai, Raden Sayyid Kuning menjadi imam masjid yang pertama di desa tersebut.",Suku_Etnis_Budaya
Ceritakan secara singkat tentang Suku Limbai dan signifikansinya bagi masyarakat setempat.,,"Suku Dayak Limbai adalah sub suku Dayak Rumpun Ot Danum yang menempati Kecamatan Menukung (meliputi 25 kampung), Kayan Hulu dan Serawai di Kabupaten Melawi, Kalimantan Barat, Indonesia. Pemerintahan Adat Suku Dayak Limbai adalah Ketemenggungan. Terdapat 4 ketemenggungan pada suku Dayak Limbai di Kecamatan Menukung yaitu Ketemenggungan Pelaik Keruap meliputi kampung pelaik Keruap, Tanjung Beringin, Entubu, Lalau, Guhung Keruap, Pongga Hulu, Teluk Rabin, Labang Manyam. Ketemenggungan Batas Nangka meliputi kampung Bunyau, Batas Nangka, Landau Leban, Kenolin, Lengkong Sangsang, Nusa Pauh, Lanjau, Trapao Mawan. Ketemenggungan Mawang Mentatai meliputi kampung mawang mentatai, mengkilau, Nusa poring, Dawai, Sekujang, Beloyang Ketemenggungan Siai meliputi kampung Siai, Sungkup.",Suku_Etnis_Budaya
"Deskripsikan Papa Garang, Komodo, Manggarai Barat sebagai bagian dari kekayaan budaya Nusantara.",,"Kependudukan Penduduk asli di kabupaten Manggarai Barat umumnya adalah suku Manggarai, Flores, Bajo, Saluan, dan saat ini ada pula suku pendatang lainnya seperti Jawa dari pulau Jawa, suku Bugis dari Sulawesi Selatan dan suku Bima dari Nusa Tenggara Barat. Pekerjaan utama masyarakat Manggarai Barat, dan termasuk di desan ini adalah bertani dan nelayan, dan ada juga sebagai pedagang, dan Pegawai Negeri Sipil.",Suku_Etnis_Budaya
"Bagaimana Berampu, Berampu, Dairi mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?",,"Berampu merupakan salah satu desa yang ada di kecamatan Berampu, Kabupaten Dairi, provinsi Sumatera Utara, Indonesia. Didiami oleh mayoritas suku Batak Toba dan Pakpak.",Suku_Etnis_Budaya
Ceritakan secara singkat tentang Suku Bali Majapahit dan signifikansinya bagi masyarakat setempat.,,"Suku Bali Majapahit merupakan salah satu suku yang mendiam wilayah pulau Bali yang dipengaruhi oleh adat budaya Majapahit, yang berawal dari tujuan Mahapati Gajah Mada yang ingin mempersatukan Nusantara, beserta rombongan masyarakat Majapahit datang ke wilayah Bali. Adapun suku-suku yang mendiami pulau Bali yaitu Bali Mula, Bali Aga dan Bali Majapahit, walaupun mayoritas merupakan Suku dari Bali Aga dan Bali Majapahit. Suku Bali Majapahit yaitu suku yang berasal dari masyarakat yang menganut kepercayaan Hindu dan adat istiadat Majapahit. Suku ini datang setelah adanya utusan dari Majapahit. Zaman Bali Majapahit atau Wong Majapahit bermula pada abad 14, yang tepatya ketika tahun 1350 M, pada masa Sri Kresna yang berasal dari Kepakisan Kediri sebagai utusan Gajah Mada untuk mendiami wilayah Bali.",Suku_Etnis_Budaya
Jelaskan asal-usul dan fungsi Suku Dayak Kayan dalam tradisi masyarakat Indonesia.,,"Suku Kayan adalah suku Dayak dari rumpun Apokayan atau Orang Ulu yang berasal dari perhuluan sungai Baram, Sarawak, Malaysia. Ketika memasuki Kalimantan Utara suku Kayan pertama-tama menetap di daerah Apau Kayan tepatnya di daerah aliran sungai Kayan, dikarenakan alasan perang antar suku dan mencari daerah yang lebih subur. Sekarang Suku Dayak Kayan tersebar di Kalimantan Utara, Kalimantan Timur, Kalimantan Barat, Sabah dan Sarawak.",Suku_Etnis_Budaya
"Apa makna dan peran Banjar, Air Joman, Asahan dalam kehidupan masyarakat Indonesia?",,"Air Joman merupakan suatu kecamatan yang ada di kabupaten Asahan. Sebahagian besar penduduk Air Joman adalah Suku Jawa 40%, Suku Banjar 25%,Suku Melayu 20%, Suku Batak 10%, dan suku yang lainnya 5%. Suku Banjar yang ada di Air Joman sebagian besar menetap di Desa Banjar.Dinamakan desa Banjar karena pada mulanya merekalah yang pertama kali membuka lahan dan membuat area perumahan di lingkungan tersebut. Tetapi seiring perkembangan zaman, sekarang wilayah desa Banjar juga sudah banyak di tempati oleh suku-suku yang lainnya.Namun, untuk desa Banjar dusun IV masih banyak didiami oleh suku Banjar. Menurut ketua dusun IV berdasarkan data yang ada maka dapat diketahui bahwa masyarakat yang ada di desa Banjar dusun IV sebanyak 678 orang. Dengan ketentuan suku Banjar sebanyak 465 orang, suku Jawa 172 orang dan selebihnya suku-suku yang lainnya. Bahasa yang digunakan dalam kehidupan sehari-hari juga masih sering menggunakan bahasa daerah, khususnya bahasa Banjar. Walaupun terkadang penggunaan bahasa Banjar tersebut sering bercampur aduk dengan bahasa-bahasa yang lain, karena disebabkan pembauran lingkungan masyarakat yang terjadi.",Suku_Etnis_Budaya
